what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685442302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685487080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685488879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685489497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685490273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685490652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685491870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685500516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685627359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685628276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685629446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685637434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685640342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685646094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685647593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685654345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685656094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685658095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685660596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685692600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685693106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685694850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685696349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1548685733857
